,Unnamed: 0,job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,experience_encoded,company_encoded,job_category,job_cat_encoded,job_clean,residence_category,region_encoded,map_category,map_encoded
2857,2857,Data Architect,Senior-level,Full-time,On-site,2023,United States,120000,USD,120000,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
2858,2858,Research Engineer,Senior-level,Full-time,Remote,2023,United States,240000,USD,240000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2859,2859,Research Engineer,Senior-level,Full-time,Remote,2023,United States,157250,USD,157250,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2860,2860,Data Engineer,Senior-level,Full-time,Remote,2023,United States,212000,USD,212000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2861,2861,Data Engineer,Senior-level,Full-time,Remote,2023,United States,194400,USD,194400,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2862,2862,Data Engineer,Senior-level,Full-time,Remote,2023,United States,132192,USD,132192,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2863,2863,Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,174000,USD,174000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2864,2864,Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,134000,USD,134000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2865,2865,Data Engineer,Mid-level,Full-time,Remote,2023,United States,152000,USD,152000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
2866,2866,Data Developer,Senior-level,Full-time,On-site,2023,United States,144700,USD,144700,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2867,2867,Data Developer,Senior-level,Full-time,On-site,2023,United States,85500,USD,85500,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2868,2868,Data Engineer,Executive-level,Full-time,Remote,2023,United States,265800,USD,265800,United States,Medium,1.0,1.0,Data Engineer,3,3,North America,5,North America,5
2869,2869,Data Engineer,Executive-level,Full-time,Remote,2023,United States,177200,USD,177200,United States,Medium,1.0,1.0,Data Engineer,3,3,North America,5,North America,5
2870,2870,Data Scientist,Senior-level,Full-time,On-site,2023,United States,222000,USD,222000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2871,2871,Data Scientist,Senior-level,Full-time,On-site,2023,United States,115920,USD,115920,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2872,2872,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,250000,USD,250000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2873,2873,Data Engineer,Senior-level,Full-time,On-site,2023,United States,284310,USD,284310,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2874,2874,Data Engineer,Senior-level,Full-time,On-site,2023,United States,153090,USD,153090,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2875,2875,Research Scientist,Senior-level,Full-time,On-site,2023,United States,204500,USD,204500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2876,2876,Research Scientist,Senior-level,Full-time,On-site,2023,United States,142200,USD,142200,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2877,2877,Data Scientist,Mid-level,Full-time,On-site,2023,United States,111000,USD,111000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
2878,2878,Data Analyst,Senior-level,Full-time,Remote,2023,United States,213210,USD,213210,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2879,2879,Data Analyst,Senior-level,Full-time,Remote,2023,United States,102434,USD,102434,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2880,2880,Data Scientist,Senior-level,Full-time,On-site,2023,United States,226600,USD,226600,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2881,2881,Data Scientist,Senior-level,Full-time,On-site,2023,United States,140100,USD,140100,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2882,2882,Data Scientist,Senior-level,Full-time,Remote,2023,United States,156400,USD,156400,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2883,2883,Research Engineer,Senior-level,Full-time,On-site,2023,United States,250000,USD,250000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2884,2884,Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,233400,USD,233400,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2885,2885,Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,145300,USD,145300,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2886,2886,Data Engineer,Senior-level,Full-time,On-site,2023,United States,248000,USD,248000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2887,2887,Data Engineer,Senior-level,Full-time,On-site,2023,United States,149000,USD,149000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2888,2888,Analytics Engineer,Entry-level,Full-time,Remote,2023,United States,156450,USD,156450,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
2889,2889,Analytics Engineer,Entry-level,Full-time,Remote,2023,United States,119200,USD,119200,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
2890,2890,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2891,2891,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,120250,USD,120250,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2892,2892,Data Science Lead,Mid-level,Full-time,On-site,2023,United States,225000,USD,225000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
2893,2893,Data Science Lead,Mid-level,Full-time,On-site,2023,United States,152700,USD,152700,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
2894,2894,Data Engineer,Mid-level,Full-time,On-site,2023,United States,139152,USD,139152,United States,Large,2.0,0.0,Data Engineer,3,3,North America,5,North America,5
2895,2895,Data Engineer,Mid-level,Full-time,On-site,2023,United States,82452,USD,82452,United States,Large,2.0,0.0,Data Engineer,3,3,North America,5,North America,5
2896,2896,Data Strategist,Mid-level,Full-time,On-site,2023,United States,85000,USD,85000,United States,Medium,2.0,1.0,Other,8,8,North America,5,North America,5
2897,2897,Data Strategist,Mid-level,Full-time,On-site,2023,United States,65000,USD,65000,United States,Medium,2.0,1.0,Other,8,8,North America,5,North America,5
2898,2898,Data Analyst,Senior-level,Full-time,On-site,2023,United States,139000,USD,139000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2899,2899,Machine Learning Engineer,Executive-level,Full-time,Remote,2023,United States,200000,USD,200000,United States,Medium,1.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2900,2900,Machine Learning Engineer,Executive-level,Full-time,Remote,2023,United States,145000,USD,145000,United States,Medium,1.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2901,2901,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,269500,USD,269500,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2902,2902,Machine Learning Engineer,Executive-level,Full-time,Remote,2023,United States,295500,USD,295500,United States,Medium,1.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2903,2903,Machine Learning Engineer,Executive-level,Full-time,Remote,2023,United States,165200,USD,165200,United States,Medium,1.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2904,2904,ML Engineer,Mid-level,Full-time,On-site,2023,United States,235000,USD,235000,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2905,2905,ML Engineer,Mid-level,Full-time,On-site,2023,United States,135000,USD,135000,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2906,2906,Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,180000,USD,180000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2907,2907,Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,144000,USD,144000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2908,2908,Data Manager,Senior-level,Full-time,On-site,2023,United States,160667,USD,160667,United States,Medium,3.0,1.0,Management,7,7,North America,5,North America,5
2909,2909,Data Engineer,Senior-level,Full-time,On-site,2023,United States,304200,USD,304200,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2910,2910,Data Engineer,Senior-level,Full-time,On-site,2023,United States,173800,USD,173800,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2911,2911,Data Science Lead,Mid-level,Full-time,On-site,2023,United States,191765,USD,191765,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
2912,2912,Data Science Lead,Mid-level,Full-time,On-site,2023,United States,134326,USD,134326,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
2913,2913,Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,173000,USD,173000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2914,2914,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,258384,USD,258384,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2915,2915,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,153100,USD,153100,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2916,2916,Data Analyst,Senior-level,Full-time,On-site,2023,United States,146200,USD,146200,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2917,2917,Data Analyst,Senior-level,Full-time,On-site,2023,United States,116960,USD,116960,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2918,2918,Data Engineer,Senior-level,Full-time,On-site,2023,United States,370000,USD,370000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2919,2919,Data Specialist,Senior-level,Full-time,On-site,2023,United States,111600,USD,111600,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2920,2920,Data Specialist,Senior-level,Full-time,On-site,2023,United States,72000,USD,72000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2921,2921,Analytics Engineer,Mid-level,Full-time,Remote,2023,United States,90000,USD,90000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2922,2922,Analytics Engineer,Mid-level,Full-time,Remote,2023,United States,84000,USD,84000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2923,2923,Data Engineer,Mid-level,Full-time,On-site,2023,United States,70000,USD,70000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
2924,2924,Data Scientist,Senior-level,Full-time,Remote,2023,United States,253000,USD,253000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2925,2925,Data Science Consultant,Senior-level,Full-time,On-site,2023,United States,145900,USD,145900,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2926,2926,Business Intelligence Analyst,Senior-level,Full-time,Remote,2023,United States,127000,USD,127000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2927,2927,Business Intelligence Analyst,Senior-level,Full-time,Remote,2023,United States,95000,USD,95000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2928,2928,Data Analyst,Entry-level,Full-time,On-site,2023,United States,94600,USD,94600,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
2929,2929,Data Analyst,Entry-level,Full-time,On-site,2023,United States,86000,USD,86000,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
2930,2930,Data Scientist,Senior-level,Full-time,On-site,2023,United States,104000,USD,104000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2931,2931,Data Engineer,Senior-level,Full-time,On-site,2023,United States,173650,USD,173650,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2932,2932,Data Engineer,Senior-level,Full-time,On-site,2023,United States,113900,USD,113900,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2933,2933,Data Scientist,Senior-level,Full-time,Remote,2023,United States,126000,USD,126000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2934,2934,Data Management Specialist,Senior-level,Full-time,On-site,2023,United States,139500,USD,139500,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2935,2935,Data Management Specialist,Senior-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2936,2936,Data Scientist,Senior-level,Full-time,On-site,2023,United States,248100,USD,248100,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2937,2937,Data Scientist,Senior-level,Full-time,On-site,2023,United States,145900,USD,145900,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2938,2938,Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2939,2939,Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,175000,USD,175000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2940,2940,Data Engineer,Senior-level,Full-time,Remote,2023,United States,108000,USD,108000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2941,2941,Decision Scientist,Senior-level,Full-time,Remote,2023,United States,182500,USD,182500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2942,2942,Decision Scientist,Senior-level,Full-time,Remote,2023,United States,135000,USD,135000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2943,2943,Business Data Analyst,Mid-level,Contract,Remote,2023,Philippines,35000,USD,35000,United States,Medium,2.0,1.0,Data Analyst,2,2,Asia Developing,2,North America,5
2944,2944,Data Engineer,Executive-level,Full-time,On-site,2023,United States,94000,USD,94000,United States,Medium,1.0,1.0,Data Engineer,3,3,North America,5,North America,5
2945,2945,Data Strategist,Senior-level,Full-time,On-site,2023,United States,91000,USD,91000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2946,2946,Data Strategist,Senior-level,Full-time,On-site,2023,United States,86000,USD,86000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2947,2947,Business Data Analyst,Senior-level,Full-time,Remote,2023,United States,180000,USD,180000,United States,Large,3.0,0.0,Data Analyst,2,2,North America,5,North America,5
2948,2948,Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,97750,USD,97750,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2949,2949,Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,75000,USD,75000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2950,2950,Research Scientist,Entry-level,Full-time,Remote,2023,United States,252990,USD,252990,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
2951,2951,Research Scientist,Entry-level,Full-time,Remote,2023,United States,162170,USD,162170,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
2952,2952,Applied Scientist,Senior-level,Full-time,On-site,2023,United States,216000,USD,216000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2953,2953,Applied Scientist,Senior-level,Full-time,On-site,2023,United States,184000,USD,184000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2954,2954,Data Analyst,Entry-level,Full-time,On-site,2023,United States,67500,USD,67500,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
2955,2955,Data Scientist,Mid-level,Full-time,Remote,2023,United States,140000,USD,140000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
2956,2956,Data Scientist,Senior-level,Full-time,Remote,2023,United States,265000,USD,265000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2957,2957,Data Scientist,Senior-level,Full-time,Remote,2023,United States,153000,USD,153000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2958,2958,Data Analyst,Senior-level,Full-time,Remote,2023,United States,143000,USD,143000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2959,2959,Data Analyst,Senior-level,Full-time,Remote,2023,United States,126277,USD,126277,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2960,2960,Data Engineer,Senior-level,Full-time,On-site,2023,United States,224500,USD,224500,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2961,2961,Data Engineer,Senior-level,Full-time,On-site,2023,United States,126900,USD,126900,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2962,2962,Applied Scientist,Senior-level,Full-time,Remote,2023,United States,227700,USD,227700,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2963,2963,Applied Scientist,Senior-level,Full-time,Remote,2023,United States,154836,USD,154836,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2964,2964,Data Analyst,Senior-level,Full-time,On-site,2023,United States,126000,USD,126000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2965,2965,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,165000,USD,165000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2966,2966,Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,209000,USD,209000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2967,2967,Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,112500,USD,112500,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2968,2968,Data Architect,Mid-level,Full-time,Remote,2023,United States,110000,USD,110000,United States,Medium,2.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
2969,2969,Data Scientist,Senior-level,Full-time,On-site,2023,United States,370000,USD,370000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2970,2970,Data Analyst,Senior-level,Full-time,Remote,2023,United States,136000,USD,136000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2971,2971,Data Analyst,Senior-level,Full-time,Remote,2023,United States,104000,USD,104000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2972,2972,Applied Scientist,Senior-level,Full-time,On-site,2023,United States,214000,USD,214000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2973,2973,Applied Scientist,Senior-level,Full-time,On-site,2023,United States,154000,USD,154000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2974,2974,Data Scientist,Senior-level,Full-time,Remote,2023,United States,205000,USD,205000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2975,2975,Data Scientist,Senior-level,Full-time,Remote,2023,United States,157500,USD,157500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2976,2976,Data Engineer,Senior-level,Full-time,On-site,2023,United States,178000,USD,178000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2977,2977,Data Engineer,Senior-level,Full-time,On-site,2023,United States,109283,USD,109283,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2978,2978,Research Scientist,Senior-level,Full-time,On-site,2023,United States,189000,USD,189000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2979,2979,Research Scientist,Senior-level,Full-time,On-site,2023,United States,137000,USD,137000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2980,2980,Data Analyst,Mid-level,Full-time,Remote,2023,United States,120000,USD,120000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2981,2981,Data Analyst,Senior-level,Full-time,Remote,2023,United States,154500,USD,154500,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2982,2982,Data Analyst,Senior-level,Full-time,Remote,2023,United States,131325,USD,131325,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2983,2983,Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,140000,USD,140000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2984,2984,Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,100000,USD,100000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2985,2985,Data Scientist,Senior-level,Full-time,Remote,2023,United States,207500,USD,207500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2986,2986,Data Scientist,Senior-level,Full-time,Remote,2023,United States,172900,USD,172900,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2987,2987,Data Scientist,Senior-level,Full-time,On-site,2023,United States,254000,USD,254000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2988,2988,Data Modeler,Senior-level,Full-time,On-site,2023,United States,147100,USD,147100,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
2989,2989,Data Modeler,Senior-level,Full-time,On-site,2023,United States,90700,USD,90700,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
2990,2990,Data Analyst,Mid-level,Full-time,On-site,2023,United States,90000,USD,90000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2991,2991,Data Engineer,Senior-level,Full-time,On-site,2023,United States,168400,USD,168400,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2992,2992,Data Engineer,Senior-level,Full-time,On-site,2023,United States,105200,USD,105200,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2993,2993,Research Engineer,Senior-level,Full-time,On-site,2023,United States,237000,USD,237000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2994,2994,Research Engineer,Senior-level,Full-time,On-site,2023,United States,170112,USD,170112,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2995,2995,Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,155000,USD,155000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2996,2996,Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,130000,USD,130000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2997,2997,BI Developer,Senior-level,Full-time,On-site,2023,United States,105000,USD,105000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2998,2998,BI Developer,Senior-level,Full-time,On-site,2023,United States,70000,USD,70000,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2999,2999,ML Engineer,Senior-level,Full-time,Remote,2023,United States,260000,USD,260000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
3000,3000,ML Engineer,Senior-level,Full-time,Remote,2023,United States,234000,USD,234000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
3001,3001,AI Architect,Senior-level,Full-time,On-site,2023,United States,330000,USD,330000,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
3002,3002,AI Architect,Senior-level,Full-time,On-site,2023,United States,204000,USD,204000,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
3003,3003,Data Scientist,Senior-level,Full-time,On-site,2023,United States,167310,USD,167310,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
3004,3004,Data Engineer,Senior-level,Full-time,Remote,2023,United States,121000,USD,121000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
3005,3005,Data Strategist,Senior-level,Full-time,Remote,2023,United States,175000,USD,175000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
3006,3006,Data Strategist,Senior-level,Full-time,Remote,2023,United States,125000,USD,125000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
3007,3007,Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,325000,USD,325000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
3008,3008,Machine Learning Scientist,Senior-level,Full-time,Remote,2023,United States,171000,USD,171000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
3009,3009,Data Science Consultant,Senior-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
3010,3010,Data Science Consultant,Senior-level,Full-time,On-site,2023,United States,137000,USD,137000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
3011,3011,Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,155810,USD,155810,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
3012,3012,Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,106720,USD,106720,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
3013,3013,Data Analyst,Senior-level,Full-time,Remote,2023,United States,133000,USD,133000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
3014,3014,Data Analyst,Senior-level,Full-time,Remote,2023,United States,113000,USD,113000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
3015,3015,Data Scientist,Senior-level,Full-time,Remote,2023,United States,208400,USD,208400,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
3016,3016,Data Engineer,Senior-level,Full-time,On-site,2023,United States,157550,USD,157550,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
3017,3017,Data Engineer,Senior-level,Full-time,On-site,2023,United States,104650,USD,104650,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
3018,3018,Data Engineer,Senior-level,Full-time,On-site,2023,United States,240500,USD,240500,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
3019,3019,Data Engineer,Senior-level,Full-time,On-site,2023,United States,123700,USD,123700,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
3020,3020,Business Data Analyst,Senior-level,Full-time,Remote,2023,United States,78000,USD,78000,United States,Large,3.0,0.0,Data Analyst,2,2,North America,5,North America,5
3021,3021,Data Engineer,Mid-level,Full-time,On-site,2023,United States,121000,USD,121000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
3022,3022,Data Engineer,Mid-level,Full-time,On-site,2023,United States,78000,USD,78000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
3023,3023,Data Scientist,Entry-level,Full-time,On-site,2023,United States,85600,USD,85600,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
3024,3024,Data Scientist,Entry-level,Full-time,On-site,2023,United States,48915,USD,48915,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
3025,3025,Data Analyst,Mid-level,Full-time,On-site,2023,United States,68000,USD,68000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
3026,3026,Data Scientist,Senior-level,Full-time,On-site,2023,United States,275500,USD,275500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
3027,3027,Data Scientist,Senior-level,Full-time,On-site,2023,United States,206000,USD,206000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
3028,3028,Data Engineer,Senior-level,Full-time,On-site,2023,United States,102000,USD,102000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
3029,3029,Data Scientist,Senior-level,Full-time,On-site,2023,United States,228000,USD,228000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
